  id  |                             title                             |                                                                                                                                                                                                              description                                                                                                                                                                                                              | runtime | revenue | review_id | director_id | time_id 
  974 | Scream 4                                                      | Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.                                                                                                                                                                                                                                                                                      |     111 |   38.18 |       974 |          60 |       6
  941 | The Midnight Meat Train                                       | A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.                                                                                                                                                                                                                                |      98 |    0.07 |       941 |         376 |       3
  460 | Revolutionary Road                                            | A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.                                                                                                                                                                                                                                                                   |     119 |   22.88 |       460 |         547 |       3
  170 | Spectre                                                       | A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.                                                                                                                                                                                      |     148 |  200.07 |       170 |         547 |      10
  271 | Skyfall                                                       | Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.                                                                                                                                                                                                                                                      |     143 |  304.36 |       271 |         547 |       7
  441 | Oz the Great and Powerful                                     | A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.                                                                                                                                                                                                     |     130 |   234.9 |       441 |          30 |       8
  345 | Spider-Man 3                                                  | A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.                                                                                                                                                                                                                                                                                |     139 |  336.53 |       345 |          30 |       2
   64 | Fifty Shades of Grey                                          | Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.                                                                                                                                                                                                                                                                                                        |     125 |  166.15 |        64 |         556 |      10
  291 | Busanhaeng                                                    | While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.                                                                                                                                                                                                                                                                                                                      |     118 |    2.13 |       291 |         445 |      11
  821 | Suite Française                                               | During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier.                                                                                                                                                                                                                     |     107 |         |       821 |         552 |       9
  999 | Search Party                                                  | A pair of friends embark on a mission to reunite their pal with the woman he was going to marry.                                                                                                                                                                                                                                                                                                                                      |      93 |         |       999 |          57 |       9
  853 | Out of the Furnace                                            | When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.                                                                                                                                                                                                                                                        |     116 |   11.33 |       853 |         520 |       8
  377 | Black Mass                                                    | The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.                                                                                                                                                                                                                     |     123 |   62.56 |       377 |         520 |      10
  563 | Sinister                                                      | Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.                                                                                                                                                                                                                                  |     110 |   48.06 |       563 |         323 |       7
   38 | Doctor Strange                                                | While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.                                                                                                                                                                                                                                                                                                            |     115 |   232.6 |        38 |         323 |      11
  799 | A Walk Among the Tombstones                                   | Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.                                                                                                                                                                                                                                                                                                                      |     114 |   25.98 |       799 |          29 |       9
   48 | Fallen                                                        | A young girl finds herself in a reform school after therapy since she was blamed for the death of a young boy. At the school she finds herself drawn to a fellow student, unaware that he is an angel, and has loved her for thousands of years.                                                                                                                                                                                      |      91 |         |        48 |         325 |      11
  888 | The Lucky One                                                 | A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.                                                                                                                                                                                                                                                                                |     101 |   60.44 |       888 |         325 |       7
  957 | Legion                                                        | When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.                                                                                                                                                                                          |     100 |   40.17 |       957 |         164 |       5
  536 | Need for Speed                                                | Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.                                                                                                                                                                                                       |     132 |   43.57 |       536 |         369 |       9
  514 | Bone Tomahawk                                                 | Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.                                                                                                                                                                                                                                                                                                                                     |     132 |   66.01 |       514 |         637 |      10
  595 | Daddy's Home                                                  | Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.                                                                                                                                                                                                                                                        |      96 |  150.32 |       595 |          50 |      10
  841 | Horrible Bosses 2                                             | Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.                                                                                                                                                                                                                                      |     108 |   54.41 |       841 |          50 |       9
  521 | Anthropoid                                                    | Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.                                                                                                                                                                                                  |     120 |    2.96 |       521 |         143 |      11
    8 | Mindhorn                                                      | A has-been actor best known for playing the title character in the 1980s detective series "Mindhorn" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be a real person.                                                                                                                                                                                       |      89 |         |         8 |         361 |      11
   50 | The Last Face                                                 | A director (Charlize Theron) of an international aid agency in Africa meets a relief aid doctor (Javier Bardem) amidst a political/social revolution, and together face tough choices ... See full summary »                                                                                                                                                                                                                          |     130 |         |        50 |         602 |      11
  198 | Into the Wild                                                 | After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.                                                                                                                            |     148 |   18.35 |       198 |         602 |       2
  356 | Seventh Son                                                   | When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.                                                                                                                                                                                               |     102 |   17.18 |       356 |         576 |       9
  608 | Horrible Bosses                                               | Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.                                                                                                                                                                                                                                                                                                                |      98 |  117.53 |       608 |          12 |       6
  746 | A Million Ways to Die in the West                             | As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.                                                                                                                                                                                                                                             |     116 |   42.62 |       746 |         622 |       9
  702 | Ted                                                           | John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.                                                                                                                                                                                                                                                        |     106 |  218.63 |       702 |         622 |       7
  668 | Ted 2                                                         | Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.                                                                                                                                                                                                                                                                                |     115 |   81.26 |       668 |         622 |      10
  988 | Endless Love                                                  | The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.                                                                                                                                                                                                                                                                          |     104 |   23.39 |       988 |          97 |       9
   96 | The Nice Guys                                                 | In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.                                                                                                                                                                                                                                                                                                           |     116 |   36.25 |        96 |         234 |      11
  280 | Iron Man Three                                                | When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.                                                                                                                                                                                                                                                                                              |     130 |  408.99 |       280 |         234 |       8
  181 | Bridget Jones's Baby                                          | Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.                                                                                                                                                                                                                                         |     118 |   24.09 |       181 |         393 |      11
   43 | Don't Fuck in the Woods                                       | A group of friends are going on a camping trip to celebrate graduating college. But once they enter the woods, the proverbial shit starts to hit the fan.                                                                                                                                                                                                                                                                             |      73 |         |        43 |         195 |      11
  893 | Real Steel                                                    | In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.                                                                                                                                                                                                                                                                                                              |     127 |   85.46 |       893 |         610 |       6
  731 | The Internship                                                | Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.                                                                                                                                                                                                                    |     119 |   44.67 |       731 |         610 |       8
  630 | Night at the Museum: Secret of the Tomb                       | Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.                                                                                                                                                                                                                                                                                              |      98 |  113.73 |       630 |         610 |       9
  733 | This Beautiful Fantastic                                      | A young woman who dreams of being a children's author makes an unlikely friendship with a cantankerous, rich old widower.                                                                                                                                                                                                                                                                                                             |     100 |         |       733 |         370 |      11
  168 | Woman in Gold                                                 | Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.                                                                                                                                                                                                                                                                                     |     109 |   33.31 |       168 |         453 |      10
  660 | The Daughter                                                  | The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.                                                                                                                                                                                                                                                       |      96 |    0.03 |       660 |         320 |      10
  532 | Friend Request                                                | When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.                                                                                                                                                                                                                                                                |      92 |   64.03 |       532 |         121 |      11
  917 | The Expendables 2                                             | Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.                                                                                                                                                                                                             |     103 |   85.02 |       917 |          21 |       7
  472 | Marie Antoinette                                              | The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.                                                                                                                                                                                                   |     123 |   15.96 |       472 |         156 |       1
  322 | Lovesong                                                      | The relationship between two friends deepens during an impromptu road trip.                                                                                                                                                                                                                                                                                                                                                           |      84 |    0.01 |       322 |         171 |      11
  174 | Her                                                           | A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.                                                                                                                                                                                                                                                                                                                           |     126 |   25.56 |       174 |          99 |       8
  214 | Old Boy                                                       | Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.                                                                                                                                                                                                                                                                                        |     104 |         |       214 |         310 |       8
  816 | Inside Man                                                    | A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.                                                                                                                                                                                                                                                                      |     129 |    88.5 |       816 |         310 |       1
  429 | Srpski film                                                   | An aging porn star agrees to participate in an "art film" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.                                                                                                                                                                                                                     |     104 |         |       429 |         528 |       5
   27 | Bahubali: The Beginning                                       | In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.                                                                                                                                                                                                                                                                                                                    |     159 |     6.5 |        27 |         173 |      10
  236 | The Perks of Being a Wallflower                               | An introvert freshman is taken under the wings of two seniors who welcome him to the real world.                                                                                                                                                                                                                                                                                                                                      |     102 |   17.74 |       236 |         502 |       7
  554 | The Survivalist                                               | In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.                                                                                                                                                                                                                                            |     104 |         |       554 |          61 |      10
  375 | Florence Foster Jenkins                                       | The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.                                                                                                                                                                                                                                                                                            |     111 |   27.37 |       375 |         285 |      11
   21 | Gold                                                          | Kenny Wells, a prospector desperate for a lucky break, teams up with a similarly eager geologist and sets off on a journey to find gold in the uncharted jungle of Indonesia.                                                                                                                                                                                                                                                         |     120 |    7.22 |        21 |         499 |      11
  823 | G.I. Joe: The Rise of Cobra                                   | An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.                                                                                                                                                                                                                                                                     |     118 |  150.17 |       823 |         630 |       4
  112 | 12 Years a Slave                                              | In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.                                                                                                                                                                                                                                                                                                          |     134 |   56.67 |       112 |         194 |       8
  687 | Hunger                                                        | Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.                                                                                                                                                                                                                                                                                                                                         |      96 |    0.15 |       687 |         194 |       3
  420 | Shame                                                         | A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.                                                                                                                                                                                                                                                                                                                                |     101 |       4 |       420 |         194 |       6
  538 | The Do-Over                                                   | Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.                                                                                                                                                                                                                                                          |     108 |    0.54 |       538 |          40 |      11
  864 | Locke                                                         | Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.                                                                                                                                                                                              |      85 |    1.36 |       864 |         207 |       8
  987 | Final Destination 5                                           | Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.                                                                                                                                                                                                                                                                                                                                                   |      92 |   42.58 |       987 |         525 |       6
  964 | I Spit on Your Grave                                          | A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.                                                                                                                                                                                                                                                                                                                            |     108 |    0.09 |       964 |         426 |       5
  230 | Rupture                                                       | A single mom tries to break free from a mysterious organization that has abducted her.                                                                                                                                                                                                                                                                                                                                                |     102 |         |       230 |          31 |      11
  910 | Contagion                                                     | Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.                                                                                                                                                                                                                                                                              |     106 |   75.64 |       910 |         166 |       6
  908 | Ocean's Thirteen                                              | Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.                                                                                                                                                                                                                                                                                           |     122 |  117.14 |       908 |         166 |       2
  400 | Magic Mike                                                    | A male stripper teaches a younger performer how to party, pick up women, and make easy money.                                                                                                                                                                                                                                                                                                                                         |     110 |  113.71 |       400 |         166 |       7
  151 | The BFG                                                       | An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.                                                                                                                                                                                                                                                                |     117 |   55.47 |       151 |         634 |      11
  384 | Bridge of Spies                                               | During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.                                                                                                                                                                                                     |     142 |   72.31 |       384 |         634 |      10
  334 | Lincoln                                                       | As the War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.                                                                                                                                                                                                                                        |     150 |   182.2 |       334 |         634 |       7
  768 | Indiana Jones and the Kingdom of the Crystal Skull            | Famed archaeologist/adventurer Dr. Henry "Indiana" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.                                                                                                                                                                                                                         |     122 |  317.01 |       768 |         634 |       3
  788 | Max Steel                                                     | The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.                                                                                                                                                                                                                                                 |      92 |    3.77 |       788 |         184 |      11
  831 | Rocky Balboa                                                  | Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.                                                                                                                                                                                                                                           |     102 |   70.27 |       831 |          15 |       1
  895 | Rambo                                                         | In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.                                                                                                                                                                                                                                             |      92 |   42.72 |       895 |          15 |       3
  561 | The Expendables                                               | A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.                                                                                                                                                                                                                                                                                                                                   |     103 |  102.98 |       561 |          15 |       5
  448 | Hunt for the Wilderpeople                                     | A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.                                                                                                                                                                                                                                                                                                                  |     101 |     5.2 |       448 |         100 |      11
  782 | Self/less                                                     | A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.                                                                                                                                                                                                                                                |     117 |   12.28 |       782 |          87 |      10
  588 | Immortals                                                     | Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.                                                                                                                                                                                                                                                          |     110 |    83.5 |       588 |          87 |       6
  898 | The Fall                                                      | In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.                                                                                                               |     117 |    2.28 |       898 |          87 |       1
   63 | The Girl on the Train                                         | A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.                                                                                                                                                                                                                                                                                                                 |     112 |   75.31 |        63 |         293 |      11
   93 | The Help                                                      | An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.                                                                                                                                                                                           |     146 |  169.71 |        93 |         293 |       6
